ENSG00000067113.16
ENSG00000075891.21
ENSG00000075914.12
ENSG00000075945.12
ENSG00000075975.15
ENSG00000076003.4
ENSG00000076043.9
ENSG00000076053.10
ENSG00000076067.11
ENSG00000076108.11
ENSG00000076201.14
ENSG00000076242.14
ENSG00000076248.10
ENSG00000076258.9
ENSG00000076321.10
ENSG00000076344.15
ENSG00000076351.12
ENSG00000076356.6
ENSG00000076382.16
ENSG00000076513.16
ENSG00000076554.15
ENSG00000076555.15
ENSG00000076604.14
ENSG00000076641.4
ENSG00000076650.6
ENSG00000076662.9
ENSG00000076685.18
ENSG00000076706.14
ENSG00000076716.8
ENSG00000076770.14
ENSG00000076826.9
ENSG00000076864.19
ENSG00000076924.11
ENSG00000076928.17
ENSG00000076944.14
ENSG00000076984.17
ENSG00000077009.13
ENSG00000077044.9
ENSG00000077063.10
ENSG00000077080.9
ENSG00000077092.18
ENSG00000077097.13
ENSG00000077147.14
ENSG00000077150.17
ENSG00000077152.9
ENSG00000077157.21
ENSG00000077232.16
ENSG00000077235.17
ENSG00000077238.13
ENSG00000077254.14
ENSG00000077264.14
ENSG00000077274.8
ENSG00000077279.16
ENSG00000077312.8
ENSG00000077327.15
ENSG00000077348.8
ENSG00000077380.15
ENSG00000077420.15
ENSG00000077454.15
ENSG00000077458.12
ENSG00000077463.14
ENSG00000077498.8
ENSG00000077514.8
ENSG00000077522.12
ENSG00000077549.17
ENSG00000077585.13
ENSG00000077616.10
ENSG00000077684.15
ENSG00000077713.18
ENSG00000077721.15
ENSG00000077782.19
ENSG00000077800.11
ENSG00000077935.16
ENSG00000077942.18
ENSG00000077943.7
ENSG00000077984.5
ENSG00000078018.19
ENSG00000078043.15
ENSG00000078053.16
ENSG00000078061.12
ENSG00000078070.11
ENSG00000078081.7
ENSG00000078098.13
ENSG00000078114.18
ENSG00000078124.11
ENSG00000078140.13
ENSG00000078142.11
ENSG00000078177.13
ENSG00000078237.6
ENSG00000078246.15
ENSG00000078269.13
ENSG00000078295.15
ENSG00000078304.19
ENSG00000078319.8
ENSG00000078328.19
ENSG00000078369.17
ENSG00000078399.15
ENSG00000078401.6
ENSG00000078403.16
ENSG00000078487.17
ENSG00000078549.14
ENSG00000078579.8
ENSG00000078589.12
ENSG00000078596.10
ENSG00000078618.19
ENSG00000078668.13
ENSG00000078674.17
ENSG00000078687.16
ENSG00000078699.21
ENSG00000078725.12
ENSG00000078747.12
ENSG00000078795.16
ENSG00000078804.12
ENSG00000078808.16
ENSG00000078814.15
ENSG00000078898.6
ENSG00000078900.14
ENSG00000078902.15
ENSG00000078967.12
ENSG00000079101.16
ENSG00000079102.16
ENSG00000079112.9
ENSG00000079134.11
ENSG00000079150.17
ENSG00000079156.16
ENSG00000079215.13
ENSG00000079246.15
ENSG00000079257.7
ENSG00000079263.18
ENSG00000079277.19
ENSG00000079308.16
ENSG00000079313.11
ENSG00000079332.14
ENSG00000079335.18
ENSG00000079337.15
ENSG00000079385.21
ENSG00000079387.13
ENSG00000079393.20
ENSG00000079432.7
ENSG00000079435.9
ENSG00000079459.12
ENSG00000079462.7
ENSG00000079482.12
ENSG00000079557.4
ENSG00000079616.12
ENSG00000079689.13
ENSG00000079691.17
ENSG00000079739.15
ENSG00000079785.14
ENSG00000079805.16
ENSG00000079819.16
ENSG00000079841.18
ENSG00000079931.14
ENSG00000079950.13
ENSG00000079974.17
ENSG00000079999.13
ENSG00000080007.7
ENSG00000080031.9
ENSG00000080166.15
ENSG00000080189.14
ENSG00000080200.9
ENSG00000080224.17
ENSG00000080293.9
ENSG00000080298.15
ENSG00000080345.17
ENSG00000080371.5
ENSG00000080493.13
ENSG00000080503.20
ENSG00000080511.3
ENSG00000080546.13
ENSG00000080561.13
ENSG00000080572.12
ENSG00000080573.6
ENSG00000080603.16
ENSG00000080608.9
ENSG00000080618.13
ENSG00000080644.15
ENSG00000080709.14
ENSG00000080802.18
ENSG00000080815.18
ENSG00000080819.6
ENSG00000080822.16
ENSG00000080823.21
ENSG00000080824.18
ENSG00000080839.11
ENSG00000080845.17
ENSG00000080854.14
ENSG00000080910.11
ENSG00000080947.14
ENSG00000080986.12
ENSG00000081014.10
ENSG00000081019.13
ENSG00000081026.18
ENSG00000081041.8
ENSG00000081051.7
ENSG00000081052.11
ENSG00000081059.19
ENSG00000081087.14
ENSG00000081138.13
ENSG00000081148.11
ENSG00000081154.11
ENSG00000081177.18
ENSG00000081181.7
ENSG00000081189.13
ENSG00000081237.18
ENSG00000081248.10
ENSG00000081277.11
ENSG00000081307.12
ENSG00000081320.10
ENSG00000081377.16
ENSG00000081386.12
ENSG00000081479.12
ENSG00000081665.13
ENSG00000081692.12
ENSG00000081721.11
ENSG00000081760.16
ENSG00000081791.8
ENSG00000081800.8
ENSG00000081803.15
ENSG00000081818.3
ENSG00000081842.17
ENSG00000081853.14
ENSG00000081870.11
ENSG00000081913.13
ENSG00000081923.10
ENSG00000081985.10
ENSG00000082014.16
ENSG00000082068.8
ENSG00000082074.15
ENSG00000082126.17
ENSG00000082146.12
ENSG00000082153.17
ENSG00000082175.14
ENSG00000082196.20
ENSG00000082212.11
ENSG00000082213.17
ENSG00000082258.12
ENSG00000082269.16
ENSG00000082293.12
ENSG00000082397.16
ENSG00000082438.15
ENSG00000082458.11
ENSG00000082482.13
ENSG00000082497.11
ENSG00000082512.14
ENSG00000082515.16
ENSG00000082516.8
ENSG00000082556.10
ENSG00000082641.15
ENSG00000082684.14
ENSG00000082701.14
ENSG00000082781.11
ENSG00000082805.19
ENSG00000082898.16
ENSG00000082929.8
ENSG00000082996.19
ENSG00000083067.22
ENSG00000083093.9
ENSG00000083097.14
ENSG00000083099.10
ENSG00000083123.14
ENSG00000083168.9
ENSG00000083223.17
ENSG00000083290.19
ENSG00000083307.10
ENSG00000083312.17
ENSG00000083444.16
ENSG00000083454.21
ENSG00000083457.11
ENSG00000083520.14
ENSG00000083535.15
ENSG00000083544.13
ENSG00000083622.8
ENSG00000083635.7
ENSG00000083642.18
ENSG00000083720.12
ENSG00000083750.12
ENSG00000083782.7
ENSG00000083799.17
ENSG00000083807.9
ENSG00000083812.11
ENSG00000083814.12
ENSG00000083817.8
ENSG00000083828.15
ENSG00000083838.15
ENSG00000083844.10
ENSG00000083845.8
ENSG00000083857.13
ENSG00000083896.12
ENSG00000083937.8
ENSG00000084070.11
ENSG00000084072.16
ENSG00000084073.8
ENSG00000084090.13
ENSG00000084092.6
ENSG00000084093.15
ENSG00000084110.10
ENSG00000084112.14
ENSG00000084207.15
ENSG00000084234.16
ENSG00000084444.13
ENSG00000084453.16
ENSG00000084463.7
ENSG00000084623.11
ENSG00000084628.9
ENSG00000084636.17
ENSG00000084652.15
ENSG00000084674.13
ENSG00000084676.15
ENSG00000084693.15
ENSG00000084710.13
ENSG00000084731.13
ENSG00000084733.10
ENSG00000084734.8
ENSG00000084754.10
ENSG00000084764.10
ENSG00000084774.13
ENSG00000085063.14
ENSG00000085117.11
ENSG00000085185.15
ENSG00000085224.20
ENSG00000085231.13
ENSG00000085265.10
ENSG00000085274.15
ENSG00000085276.17
ENSG00000085365.17
ENSG00000085377.13
ENSG00000085382.11
ENSG00000085415.15
ENSG00000085433.15
ENSG00000085449.14
ENSG00000085465.12
ENSG00000085491.15
ENSG00000085511.19
ENSG00000085514.15
ENSG00000085552.16
ENSG00000085563.14
ENSG00000085644.13
ENSG00000085662.13
ENSG00000085719.11
ENSG00000085721.12
ENSG00000085733.15
ENSG00000085741.12
ENSG00000085760.14
ENSG00000085788.13
ENSG00000085831.15
ENSG00000085832.16
ENSG00000085840.12
ENSG00000085871.8
ENSG00000085872.14
ENSG00000085978.21
ENSG00000085982.13
ENSG00000085998.13
ENSG00000085999.11
ENSG00000086015.20
ENSG00000086061.15
ENSG00000086062.12
ENSG00000086065.13
ENSG00000086102.18
ENSG00000086159.12
ENSG00000086189.9
ENSG00000086200.16
ENSG00000086205.16
ENSG00000086232.12
ENSG00000086288.11
ENSG00000086289.11
ENSG00000086300.15
ENSG00000086475.14
ENSG00000086504.15
ENSG00000086506.2
ENSG00000086544.2
ENSG00000086548.8
ENSG00000086570.12
ENSG00000086589.11
ENSG00000086598.10
ENSG00000086619.13
ENSG00000086666.18
ENSG00000086696.10
ENSG00000086712.12
ENSG00000086717.18
ENSG00000086730.16
ENSG00000086758.15
ENSG00000086827.8
ENSG00000086848.14
ENSG00000086967.9
ENSG00000086991.12
ENSG00000087008.15
ENSG00000087053.18
ENSG00000087074.7
ENSG00000087076.8
ENSG00000087077.11
ENSG00000087085.13
ENSG00000087086.13
ENSG00000087087.18
ENSG00000087088.19
ENSG00000087095.12
ENSG00000087111.20
ENSG00000087116.13
ENSG00000087128.9
ENSG00000087152.15
ENSG00000087157.18
ENSG00000087191.12
ENSG00000087206.16
ENSG00000087237.10
ENSG00000087245.12
ENSG00000087250.8
ENSG00000087253.11
ENSG00000087258.13
ENSG00000087263.16
ENSG00000087266.15
ENSG00000087269.15
ENSG00000087274.16
ENSG00000087299.11
ENSG00000087301.8
ENSG00000087302.8
ENSG00000087303.16
ENSG00000087338.4
ENSG00000087365.14
ENSG00000087448.9
ENSG00000087460.23
ENSG00000087470.17
ENSG00000087494.15
ENSG00000087495.16
ENSG00000087502.17
ENSG00000087510.6
ENSG00000087586.17
ENSG00000087589.16
ENSG00000087842.10
ENSG00000087884.14
ENSG00000087903.12
ENSG00000087995.15
ENSG00000088002.11
ENSG00000088035.15
ENSG00000088038.17
ENSG00000088053.11
ENSG00000088179.8
ENSG00000088205.12
ENSG00000088247.15
ENSG00000088256.8
ENSG00000088280.18
ENSG00000088298.12
ENSG00000088305.18
ENSG00000088320.3
ENSG00000088325.15
ENSG00000088340.15
ENSG00000088356.5
ENSG00000088367.20
ENSG00000088386.15
ENSG00000088387.17
ENSG00000088448.14
ENSG00000088451.10
ENSG00000088538.12
ENSG00000088543.14
ENSG00000088682.13
ENSG00000088726.15
ENSG00000088727.12
ENSG00000088756.12
ENSG00000088766.11
ENSG00000088782.4
ENSG00000088808.16
ENSG00000088812.17
ENSG00000088826.17
ENSG00000088827.12
ENSG00000088832.14
ENSG00000088833.17
ENSG00000088836.12
ENSG00000088854.12
ENSG00000088876.11
ENSG00000088881.20
ENSG00000088882.7
ENSG00000088888.17
ENSG00000088899.14
ENSG00000088926.13
ENSG00000088930.7
ENSG00000088970.15
ENSG00000088986.10
ENSG00000088992.17
ENSG00000089006.16
ENSG00000089009.15
ENSG00000089012.14
ENSG00000089022.13
ENSG00000089041.16
ENSG00000089048.14
ENSG00000089050.14
ENSG00000089053.12
ENSG00000089057.14
ENSG00000089060.11
ENSG00000089063.14
ENSG00000089091.16
ENSG00000089094.16
ENSG00000089101.17
ENSG00000089116.3
ENSG00000089123.15
ENSG00000089127.12
ENSG00000089154.10
ENSG00000089157.15
ENSG00000089159.15
ENSG00000089163.4
ENSG00000089169.14
ENSG00000089177.17
ENSG00000089195.14
ENSG00000089199.9
ENSG00000089220.4
ENSG00000089225.19
ENSG00000089234.15
ENSG00000089248.6
ENSG00000089250.18
ENSG00000089280.18
ENSG00000089289.15
ENSG00000089327.14
ENSG00000089335.20
ENSG00000089351.14
ENSG00000089356.16
ENSG00000089472.16
ENSG00000089486.16
ENSG00000089505.17
ENSG00000089558.8
ENSG00000089597.16
ENSG00000089639.10
ENSG00000089682.16
ENSG00000089685.14
ENSG00000089692.8
ENSG00000089693.10
ENSG00000089723.9
ENSG00000089737.15
ENSG00000089775.11
ENSG00000089818.16
ENSG00000089820.15
ENSG00000089847.12
ENSG00000089876.11
ENSG00000089902.9
ENSG00000089916.17
ENSG00000090006.17
ENSG00000090013.9
ENSG00000090020.10
ENSG00000090054.13
ENSG00000090060.17
ENSG00000090061.17
ENSG00000090097.20
ENSG00000090104.11
ENSG00000090238.11
ENSG00000090263.15
ENSG00000090266.12
ENSG00000090273.13
ENSG00000090316.15
ENSG00000090339.8
ENSG00000090372.14
ENSG00000090376.8
ENSG00000090382.6
ENSG00000090402.7
ENSG00000090432.6
ENSG00000090447.11
ENSG00000090470.14
ENSG00000090487.10
ENSG00000090512.11
ENSG00000090520.10
ENSG00000090530.9
ENSG00000090534.17
ENSG00000090539.15
ENSG00000090554.12
ENSG00000090565.15
ENSG00000090581.9
ENSG00000090612.20
ENSG00000090615.12
ENSG00000090621.13
ENSG00000090659.17
ENSG00000090661.11
ENSG00000090674.15
ENSG00000090686.15
ENSG00000090776.5
ENSG00000090857.13
ENSG00000090861.15
ENSG00000090863.11
ENSG00000090889.11
ENSG00000090905.17
ENSG00000090924.14
ENSG00000090932.10
ENSG00000090971.4
ENSG00000090975.12
ENSG00000090989.17
ENSG00000091009.7
ENSG00000091010.4
ENSG00000091039.16
ENSG00000091073.19
ENSG00000091106.18
ENSG00000091127.13
ENSG00000091128.12
ENSG00000091129.19
ENSG00000091136.13
ENSG00000091137.11
ENSG00000091138.12
ENSG00000091140.12
ENSG00000091157.13
ENSG00000091164.12
ENSG00000091181.19
ENSG00000091262.14
ENSG00000091317.7
ENSG00000091409.14
ENSG00000091428.17
ENSG00000091436.16
ENSG00000091482.5
ENSG00000091483.6
ENSG00000091490.10
ENSG00000091513.14
ENSG00000091527.15
ENSG00000091536.16
ENSG00000091542.8
ENSG00000091583.10
ENSG00000091592.15
ENSG00000091622.15
ENSG00000091640.7
ENSG00000091651.8
ENSG00000091656.15
ENSG00000091664.7
ENSG00000091704.9
ENSG00000091732.15
ENSG00000091831.21
ENSG00000091844.7
ENSG00000091879.13
ENSG00000091947.9
ENSG00000091972.18
ENSG00000091986.15
ENSG00000092009.10
ENSG00000092010.14
ENSG00000092020.10
ENSG00000092036.16
ENSG00000092051.16
ENSG00000092054.12
ENSG00000092067.5
ENSG00000092068.18
ENSG00000092094.10
ENSG00000092096.14
ENSG00000092098.16
ENSG00000092108.20
ENSG00000092140.14
ENSG00000092148.12
ENSG00000092199.17
ENSG00000092200.12
ENSG00000092201.9
ENSG00000092203.13
ENSG00000092208.16
ENSG00000092295.11
ENSG00000092330.15
ENSG00000092345.13
ENSG00000092377.13
ENSG00000092421.16
ENSG00000092439.13
ENSG00000092445.11
ENSG00000092470.11
ENSG00000092529.22
ENSG00000092531.9
ENSG00000092607.13
ENSG00000092621.11
ENSG00000092758.15
ENSG00000092820.17
ENSG00000092841.18
ENSG00000092847.11
ENSG00000092850.11
ENSG00000092853.13
ENSG00000092871.16
ENSG00000092929.11
ENSG00000092931.11
ENSG00000092964.16
ENSG00000092969.11
ENSG00000092978.10
ENSG00000093000.18
ENSG00000093009.9
ENSG00000093010.11
ENSG00000093072.15
ENSG00000093100.13
