ENSG00000067113.16
ENSG00000067141.16
ENSG00000067167.7
ENSG00000067177.14
ENSG00000067182.7
ENSG00000067191.15
ENSG00000067208.14
ENSG00000067221.13
ENSG00000067225.17
ENSG00000067248.9
ENSG00000067334.13
ENSG00000067365.14
ENSG00000067369.13
ENSG00000067445.20
ENSG00000067533.5
ENSG00000067560.10
ENSG00000067596.10
ENSG00000067601.7
ENSG00000067606.15
ENSG00000067646.11
ENSG00000067704.9
ENSG00000067715.13
ENSG00000067798.13
ENSG00000067829.18
ENSG00000067836.12
ENSG00000067840.12
ENSG00000067842.17
ENSG00000067900.7
ENSG00000067955.13
ENSG00000067992.12
ENSG00000068001.13
ENSG00000068024.16
ENSG00000068028.17
ENSG00000068078.17
ENSG00000068079.7
ENSG00000068097.14
ENSG00000068120.14
ENSG00000068137.14
ENSG00000068305.17
ENSG00000068308.13
ENSG00000068323.16
ENSG00000068354.15
ENSG00000068366.19
ENSG00000068383.18
ENSG00000068394.10
ENSG00000068400.13
ENSG00000068438.14
ENSG00000068489.12
ENSG00000068615.16
ENSG00000068650.18
ENSG00000068654.15
ENSG00000068697.6
ENSG00000068724.15
ENSG00000068745.14
ENSG00000068781.21
ENSG00000068784.12
ENSG00000068796.16
ENSG00000068831.18
ENSG00000068878.14
ENSG00000068885.14
ENSG00000068903.19
ENSG00000068912.13
ENSG00000068971.13
ENSG00000068976.13
ENSG00000068985.4
ENSG00000069011.15
ENSG00000069018.17
ENSG00000069020.18
ENSG00000069122.18
ENSG00000069188.16
ENSG00000069206.15
ENSG00000069248.11
ENSG00000069275.12
ENSG00000069329.15
ENSG00000069345.11
ENSG00000069399.12
ENSG00000069424.14
ENSG00000069431.10
ENSG00000069482.6
ENSG00000069493.14
ENSG00000069509.5
ENSG00000069535.13
ENSG00000069667.15
ENSG00000069696.6
ENSG00000069702.10
ENSG00000069712.10
ENSG00000069764.9
ENSG00000069812.11
ENSG00000069849.10
ENSG00000069869.15
ENSG00000069943.9
ENSG00000069956.11
ENSG00000069966.18
ENSG00000069974.15
ENSG00000069998.12
ENSG00000070010.18
ENSG00000070018.8
ENSG00000070019.4
ENSG00000070031.3
ENSG00000070047.11
ENSG00000070061.14
ENSG00000070081.15
ENSG00000070087.13
ENSG00000070159.13
ENSG00000070182.17
ENSG00000070190.12
ENSG00000070193.4
ENSG00000070214.15
ENSG00000070269.13
ENSG00000070366.13
ENSG00000070367.15
ENSG00000070371.15
ENSG00000070388.11
ENSG00000070404.9
ENSG00000070413.18
ENSG00000070423.17
ENSG00000070444.14
ENSG00000070476.14
ENSG00000070495.14
ENSG00000070501.11
ENSG00000070526.14
ENSG00000070540.12
ENSG00000070601.9
ENSG00000070610.14
ENSG00000070614.14
ENSG00000070669.16
ENSG00000070718.11
ENSG00000070729.13
ENSG00000070731.9
ENSG00000070748.17
ENSG00000070756.13
ENSG00000070759.16
ENSG00000070761.7
ENSG00000070770.8
ENSG00000070778.12
ENSG00000070785.16
ENSG00000070808.15
ENSG00000070814.17
ENSG00000070831.15
ENSG00000070882.12
ENSG00000070886.10
ENSG00000070915.9
ENSG00000070950.9
ENSG00000070961.15
ENSG00000070985.13
ENSG00000071051.13
ENSG00000071054.16
ENSG00000071073.12
ENSG00000071082.10
ENSG00000071127.16
ENSG00000071189.21
ENSG00000071203.9
ENSG00000071205.11
ENSG00000071242.11
ENSG00000071243.15
ENSG00000071246.10
ENSG00000071282.11
ENSG00000071462.11
ENSG00000071537.13
ENSG00000071539.13
ENSG00000071553.16
ENSG00000071564.14
ENSG00000071575.11
ENSG00000071626.16
ENSG00000071655.17
ENSG00000071677.1
ENSG00000071794.15
ENSG00000071859.14
ENSG00000071889.16
ENSG00000071894.14
ENSG00000071909.18
ENSG00000071967.11
ENSG00000071991.8
ENSG00000071994.10
ENSG00000072041.16
ENSG00000072042.12
ENSG00000072062.13
ENSG00000072071.16
ENSG00000072080.10
ENSG00000072110.13
ENSG00000072121.15
ENSG00000072133.10
ENSG00000072134.15
ENSG00000072135.12
ENSG00000072163.18
ENSG00000072182.12
ENSG00000072195.14
ENSG00000072201.13
ENSG00000072210.18
ENSG00000072274.12
ENSG00000072310.16
ENSG00000072315.3
ENSG00000072364.12
ENSG00000072401.14
ENSG00000072415.8
ENSG00000072422.16
ENSG00000072501.17
ENSG00000072506.12
ENSG00000072518.20
ENSG00000072571.19
ENSG00000072609.17
ENSG00000072657.8
ENSG00000072682.18
ENSG00000072694.19
ENSG00000072736.18
ENSG00000072756.16
ENSG00000072778.19
ENSG00000072786.12
ENSG00000072803.17
ENSG00000072818.11
ENSG00000072832.14
ENSG00000072840.12
ENSG00000072849.10
ENSG00000072858.10
ENSG00000072864.12
ENSG00000072952.18
ENSG00000072954.6
ENSG00000072958.8
ENSG00000073008.14
ENSG00000073050.11
ENSG00000073060.15
ENSG00000073067.13
ENSG00000073111.13
ENSG00000073146.15
ENSG00000073150.13
ENSG00000073169.13
ENSG00000073282.12
ENSG00000073331.17
ENSG00000073350.13
ENSG00000073417.14
ENSG00000073464.11
ENSG00000073536.17
ENSG00000073578.16
ENSG00000073584.18
ENSG00000073598.5
ENSG00000073605.18
ENSG00000073614.11
ENSG00000073670.13
ENSG00000073711.10
ENSG00000073712.14
ENSG00000073734.8
ENSG00000073737.16
ENSG00000073754.5
ENSG00000073756.11
ENSG00000073792.15
ENSG00000073803.13
ENSG00000073849.14
ENSG00000073861.2
ENSG00000073905.8
ENSG00000073910.19
ENSG00000073921.17
ENSG00000073969.18
ENSG00000074047.20
ENSG00000074054.17
ENSG00000074071.13
ENSG00000074181.8
ENSG00000074201.8
ENSG00000074211.13
ENSG00000074219.13
ENSG00000074266.17
ENSG00000074276.10
ENSG00000074317.10
ENSG00000074319.12
ENSG00000074356.16
ENSG00000074370.17
ENSG00000074410.13
ENSG00000074416.13
ENSG00000074527.11
ENSG00000074582.12
ENSG00000074590.13
ENSG00000074603.18
ENSG00000074621.13
ENSG00000074657.13
ENSG00000074660.15
ENSG00000074695.5
ENSG00000074696.12
ENSG00000074706.13
ENSG00000074755.14
ENSG00000074771.3
ENSG00000074800.13
ENSG00000074803.17
ENSG00000074842.7
ENSG00000074855.10
ENSG00000074935.13
ENSG00000074964.16
ENSG00000074966.10
ENSG00000075035.9
ENSG00000075043.17
ENSG00000075073.14
ENSG00000075089.9
ENSG00000075131.9
ENSG00000075142.13
ENSG00000075151.20
ENSG00000075188.8
ENSG00000075213.10
ENSG00000075218.18
ENSG00000075223.13
ENSG00000075234.16
ENSG00000075239.13
ENSG00000075240.16
ENSG00000075275.16
ENSG00000075290.7
ENSG00000075292.18
ENSG00000075303.12
ENSG00000075336.11
ENSG00000075340.22
ENSG00000075388.3
ENSG00000075391.16
ENSG00000075399.12
ENSG00000075407.17
ENSG00000075413.17
ENSG00000075415.12
ENSG00000075420.12
ENSG00000075426.11
ENSG00000075429.8
ENSG00000075461.5
ENSG00000075539.13
ENSG00000075568.16
ENSG00000075618.17
ENSG00000075624.13
ENSG00000075643.5
ENSG00000075651.15
ENSG00000075673.11
ENSG00000075702.16
ENSG00000075711.20
ENSG00000075785.12
ENSG00000075790.10
ENSG00000075826.16
ENSG00000075856.11
ENSG00000075884.12
ENSG00000075886.10
